,PreviousDC,Gender,belief,testing_for,obtained,All_FTIR_Results,FTIR_Other_detail,Primary_FTIR_Results,surprised_19,Intentions,Discard,Match_Primary,BehChange_NoChange,HarmRed_NoHarmRed,FTIR_prim,FTIR_secon,FTIR_teri,FTIR_quar,Target
2543,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2545,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2546,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2553,yes,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2557,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2563,yes,Male,['Ketamine'],Both,Onsite,"['Ketamine', 'Unknown']",MSM,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Other,none,none,MSM
2565,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2566,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2567,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2572,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2574,no,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2577,yes,Male,['Other'],Both,Onsite,['Unknown'],cellulose,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,cellulose
2578,no,Male,['Other'],Both,Onsite,['Unknown'],DMT,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,DMT
2579,yes,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2580,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2582,no,Male,['Cocaine'],Both,Ground,"['Cocaine', 'Unknown', 'Unknown']","inositol, glutamin",['Cocaine'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,Other,none,"inositol, glutamin"
2583,yes,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2584,yes,Male,['Cocaine'],Self,Onsite,[],kl,[],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,kl
2585,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2586,no,Male,['LSD'],Other,Offsite,[],,[],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2587,no,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2588,no,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2592,yes,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,none,none,none,
2593,yes,Female,['MDMA'],Other,Onsite,"['MDMA', 'Unknown']",parazetamol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,parazetamol
2594,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2595,yes,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2599,no,Male,['Ketamine'],Other,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2601,no,Female,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,none,none,none,
2602,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2603,no,Male,['LSD'],Other,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2604,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2606,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
2609,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2610,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2612,no,Male,['Other'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
2613,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
2618,no,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2619,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2621,no,Male,['MDMA'],Self,Offsite,['MDA'],,['MDA'],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,MDA,none,none,none,
2622,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2624,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2627,no,Male,['Ketamine'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,Dispose,yes,Match,Behaviour Change,Harm Reduction,Ketamine,none,none,none,
2628,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2634,no,Female,['MDA'],Both,Onsite,"['MDA', 'MDMA']",,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDA,MDMA,none,none,
2635,no,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2638,no,Male,['MDMA'],Both,Offsite,[],,[],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
2642,yes,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Ketamine']",,['Cocaine'],Surprised,Other,no,Match,Behaviour Change,No Change,Cocaine,Ketamine,none,none,
2647,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2648,yes,Male,['MDA'],Self,Offsite,['MDA'],,['MDA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
2651,no,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2652,yes,Male,"['Ketamine', 'Cocaine']",Self,Offsite,"['Cocaine', 'Ketamine']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Cocaine,Ketamine,none,none,
2654,yes,Male,['Other'],Other,Offsite,['Unknown'],cialis,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,cialis
2656,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2657,yes,Female,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2663,no,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2667,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
2668,no,GenderUnknown,['Unknown'],Self,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,MDMA,none,none,none,
2669,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2670,no,Male,['Unknown'],Self,Ground,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,mannitol
2677,no,Female,['Other'],Self,Offsite,['Unknown'],2CB,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,2CB
2678,no,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2679,yes,Male,['Other'],Self,Onsite,[],,[],Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
2681,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2684,no,Male,['LSD'],Other,Onsite,['Unknown'],DMT,['Unknown'],Not Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,Other,none,none,none,DMT
2685,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2686,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2688,yes,Male,['MDMA'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2691,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2692,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2694,no,Female,['Unknown'],Both,Onsite,['Unknown'],2-ct-7,['Unknown'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,Other,none,none,none,2-ct-7
2700,no,Male,['MDA'],Both,Ground,"['MDA', 'MDMA']",,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDA,MDMA,none,none,
2701,no,Male,['Other'],Both,Ground,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
2702,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2705,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2708,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2710,no,Female,['MDMA'],Other,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
2711,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,yes,Match,No Change,No Change,MDMA,none,none,none,
2713,no,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2716,yes,Female,['Cocaine'],Both,Offsite,"['Cocaine', 'Unknown']",caffeine,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,caffeine
2724,yes,GenderUnknown,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
2730,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2733,no,Male,['Ketamine'],Both,Onsite,"['Ketamine', 'Unknown']",unknown aldahide compound,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Other,none,none,unknown aldahide compound
2734,no,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Cocaine,Unknown,none,none,
2735,yes,Male,['Ketamine'],Other,Offsite,[],,[],Surprised,TakeAsIntended,,Not Match,No Change,No Change,none,none,none,none,
2736,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
2737,yes,Male,['LSD'],Both,Onsite,['Other'],machine number 4 used for this sample,['Other'],Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Unknown,none,none,none,machine number 4 used for this sample
2738,no,Male,['Ketamine'],Both,Onsite,"['Ketamine', 'Unknown']",methyloxyphenidine,['Ketamine'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,Other,none,none,methyloxyphenidine
2741,yes,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,Unknown,Not Match,No Change,No Change,none,none,none,none,
2743,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2744,yes,Female,['Ketamine'],Both,Offsite,"['Unknown', 'Unknown']","pcp 3 meo, msm",['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,Other,none,none,"pcp 3 meo, msm"
2745,no,Male,['Other'],Self,Offsite,['Other'],no match- starchy plant matter,['Other'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Unknown,none,none,none,no match- starchy plant matter
2746,no,Female,['Cocaine'],Both,Onsite,"['Unknown', 'Cocaine']",leucine,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,Cocaine,none,none,leucine
2747,yes,Female,['Ketamine'],Both,Onsite,"['Ketamine', 'Methamphetamine']",,['Ketamine'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Ketamine,Meth,none,none,
2748,yes,Male,['Cocaine'],Self,Offsite,['Unknown'],tooth powder,['Unknown'],Not Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Other,none,none,none,tooth powder
2751,no,Male,['Other'],Both,Onsite,[],,[],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
2752,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2753,no,Female,['Cocaine'],Both,Onsite,"['Unknown', 'Cocaine']",isoleucine,['Unknown'],Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Other,Cocaine,none,none,isoleucine
2755,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
2758,yes,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2759,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
2760,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",carbohydrate,['MDMA'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,carbohydrate
2761,no,Female,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,none,none,none,
2766,yes,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2769,no,Female,['Ketamine'],Self,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2770,yes,Female,['MDA'],Other,Onsite,"['MDA', 'MDMA']",,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,MDMA,none,none,
2771,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
2779,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,Ketamine,none,none,none,
2789,yes,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,Other,Unknown,Not Match,Behaviour Change,No Change,none,none,none,none,
2790,no,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2791,yes,Female,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2792,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
2794,no,Female,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",Sucrose,['MDMA'],Not Surprised,Other,yes,Match,Behaviour Change,No Change,MDMA,Other,none,none,Sucrose
2796,yes,Female,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown']",phenacetin,['Cocaine'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,none,none,phenacetin
2797,no,Male,['Unknown'],Self,Ground,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,,Not Match,No Change,No Change,Cocaine,none,none,none,
2798,no,Female,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2799,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,Less,,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
2801,no,Female,['Unknown'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,none,none,none,
2802,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,Other,no,Match,Behaviour Change,No Change,MDMA,none,none,none,
2805,no,Male,['Unknown'],Both,Ground,"['Ketamine', 'Unknown']",methylparaben,['Ketamine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Ketamine,Other,none,none,methylparaben
2812,no,Male,['MDA'],Self,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
2814,no,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2817,,Female,['Cocaine'],Both,Offsite,"['Cocaine', 'Unknown']",phenacitin,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,phenacitin
2818,no,Male,['MDMA'],Other,Offsite,['MDMA'],,['MDMA'],Not Surprised,More,no,Match,Behaviour Change,No Change,MDMA,none,none,none,
2819,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2821,yes,Male,['Other'],Self,Onsite,['Unknown'],S-MEO MOXY,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,S-MEO MOXY
2822,no,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2826,yes,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Other,,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2829,yes,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
2830,yes,Male,['Cocaine'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Ketamine,none,none,none,
2833,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2835,yes,Male,['MDMA'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,none,none,none,
2837,no,Male,['Unknown'],Self,Ground,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,none,none,none,
2840,yes,Female,['MDA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
2841,yes,Female,['Ketamine'],Self,Onsite,"['Ketamine', 'Unknown']",epson salts,['Ketamine'],Not Surprised,TakeAsIntended,,Match,No Change,No Change,Ketamine,Other,none,none,epson salts
2842,yes,Female,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2843,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2845,no,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2850,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2851,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2853,yes,Female,['Ketamine'],Client,Onsite,"['Ketamine', 'Cocaine']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Cocaine,none,none,
2855,yes,Male,['LSD'],Both,Onsite,['LSD'],,['LSD'],Not Surprised,Other,no,Match,Behaviour Change,No Change,LSD,none,none,none,
2856,no,Male,['Cocaine'],Self,Offsite,"['Unknown', 'Cocaine', 'Unknown']","acetominophen, benzocaine",['Unknown'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,Cocaine,Other,none,"acetominophen, benzocaine"
2858,no,Male,['Unknown'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,none,none,none,
2860,yes,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2862,no,Male,['Ketamine'],Self,Onsite,"['Unknown', 'Ketamine']",phenacetin,['Unknown'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,Ketamine,none,none,phenacetin
2864,yes,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2866,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2872,,Male,['Unknown'],Both,Ground,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Cocaine,none,none,none,
2874,no,Female,['Cocaine'],Other,Offsite,['Cocaine'],,['Cocaine'],Surprised,More,no,Match,Behaviour Change,No Change,Cocaine,none,none,none,
2878,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
2881,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
2884,no,GenderUnknown,['Ketamine'],Both,Ground,['MDA'],,['MDA'],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,MDA,none,none,none,
2888,no,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Other,,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2891,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2896,no,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
2897,yes,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2898,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2900,no,Female,['LSD'],Both,Offsite,[],,[],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
2905,no,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,Change,no,Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,mannitol
2906,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2908,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2909,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2910,no,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2911,yes,Female,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2915,no,Female,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
