,Unnamed: 0,UniqueKey,DateSurvey,UniqueCode,Consent,PreviousDC,PreviousShambhalaDC,Female,Male,1nbinary,Trans,Gender_Unk1wn,Belief_MDMA_a,Belief_MDA_a,Belief_Ketamine_a,Belief_Cocaine_a,Belief_Methamphetamine_a,Belief_LSD_a,Belief_Unk1wn_a,Belief_Other_a,Belief_MDMA_b,Belief_MDA_b,Belief_Ketamine_b,Belief_Cocaine_b,Belief_Methamphetamine_b,Belief_LSD_b,Belief_Unk1wn_b,Belief_Other_b,Belief_Other_detail_a,Belief_Other_detail_b,Belief_MDMA_c,Belief_MDA_c,Belief_Ketamine_c,Belief_Cocaine_c,Belief_Methamphetamine_c,Belief_LSD_c,Belief_Unk1wn_c,Belief_Other_c,Belief_Other_detail_c,Type_Powder_a,Type_Crystal_a,Type_Blotter_a,Type_PressTab_a,Type_Liquid_a,Type_Gummy_a,Type_Other_a,Type_Other_detail_a,Type_Colour_a,Type_Powder_b,Type_Crystal_b,Type_Blotter_b,Type_PressTab_b,Type_Liquid_b,Type_Gummy_b,Type_Other_b,Type_Other_detail_b,Type_Colour_b,Type_Powder_c,Type_Crystal_c,Type_Blotter_c,Type_PressTab_c,Type_Liquid_c,Type_Gummy_c,Type_Other_c,Type_Other_detail_c,Type_Colour_c,Testing_Self_Friend,Testing_Self,Testing_Friends,Testing_Friends_num,Testing_Clients,Testing_Other,Testing_Other_detail,Obtained_a,Obtained_b,Obtained_c,Erlich_result_a,Colorimetric_Comments,Ehrlich_result_b,Ehrlich_result_c,Benzos_results_a,Benzo_Comments,Benzos_result_b,Benzos_results_c,FTS_results_a,FTS_Comments,FTS_results_b,FTS_results_c,FTIR_completion,FTIR_initials,FTIR_machine_num,FTIR_result_a1,FTIR_result_a2,FTIR_result_a3,FTIR_result_a4,FTIR_result_b1,FTIR_result_b2,FTIR_result_b3,FTIR_result_b4,FTIR_result_c1,FTIR_result_c2,FTIR_result_c3,FTIR_result_c4,FTIR_result_a_7_detail,FTIR_result_b_7_detail,FTIR_result_c_7_detail,GCMS_completion,GCMS_initials,GCMS_machine_num,GCMS_result_a1,GCMS_result_a2,GCMS_result_a3,GCMS_result_a4,GCMS_result_a5,GCMS_result_a6,GCMS_result_a7_detail,GCMS_result_b1,GCMS_result_b2,GCMS_result_b3,GCMS_result_b4,GCMS_result_b5,GCMS_result_b6,GCMS_result_b7_detail,GCMS_result_c1,GCMS_result_c2,GCMS_result_c3,GCMS_result_c4,GCMS_result_c5,GCMS_result_c6,GCMS_result_c_7_detail,GCMS_peak_num,GCMS_resolved,FTIR_Comment,GCMS_Comment,Discarded,Initials,Final_comments,Surprised_a,Surprised_b,Surprised_c,Surprised_detail,Satisfaction,Improvement,Intention_1change_a,Intention_More_a,Intention_Less_a,Intention_Dispose_a,Intention_Friend_a,Intention_Change_a,Intention_Naloxone_a,Intention_Other_a,Intention_Other_detail_a,Intention_1change_b,Intention_More_b,Intention_Less_b,Intention_Dispose_b,Intention_Friend_b,Intention_Change_b,Intention_Other_b,Intention_Naloxone_b,Intention_Other_detail_b,Intention_1change_c,Intention_More_c,Intention_Less_c,Intention_Dispose_c,Intention_Friend_c,Intention_Change_c,Intention_Naloxone_c,Intention_Other_c,Intention_Other_detail_c,All_belief_a,No_of_belief_a,All_belief_b,All_belief_c,No_of_belief_b,No_of_belief_c,Identified_FTIR_A,Identified_FTIR_a1,Identified_FTIR_B,Identified_FTIR_b1,Identified_FTIR_C,Identified_FTIR_c1,FTIR_Drug_names_A,FTIR_Drug_names_A1,FTIR_Drug_names_B,FTIR_Drug_names_B1,FTIR_Drug_names_C,FTIR_Drug_names_C1,No_of_poly_FTIR_A,No_of_poly_FTIR_B,No_of_poly_FTIR_C,belief_a,belief_b,belief_c,matchornotA,matchornotA1,matchornotB,matchornotB1,matchornotC,matchornotC1
1104,1161,11,8/10/2019,2032,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,BROWN,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,4,1,1,,0,0,,3,,0,,,,,,1,,,,0,CS,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSM,fentanyl test strips section for 2nd sample not completed on paper form/ benzodiazepines test section not completed on paper,1,1,,,0,STICKERS,0,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,1,1,1",1,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],['LSD'],[],Match,Match,No match,No match,Match,Match
1153,1210,60,8/10/2019,2033,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,,WHITE,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,3,1,1,,3,,,3,,,,3,,,,1,,,,0,SB,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PH,,1,,,,0,,1,1,1,1,1,1,1,0,friends are planning to use,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"3,0,0,0",3,"0,0,0,0",0,"0,0,0,0",0,['Ketamine'],['Ketamine'],[],[],[],[],1,0,0,['Ketamine'],[],[],Match,Match,Match,Match,Match,Match
555,612,290,8/10/2019,2034,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,3,,,3,,,,3,,,,1,,,,0,SB,2,4,7,8,0,0,0,0,0,0,0,0,0,levamisole,,,0,RH,1,4,7,7,,,,cocaine related products,,,,,,,,,,,,,,,8,7,,,0,PM,,0,,,,0,,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,1,0,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,7,8,0",4,"0,0,0,0",0,"0,0,0,0",0,"['Cocaine', 'Unknown', 'Other']",['Cocaine'],[],[],[],[],3,0,0,['Unknown'],[],[],No match,No match,Match,Match,Match,Match
1179,1236,86,8/10/2019,2036,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,LIGHT BROWN,0,1,1,1,1,1,1,,WHITE,1,1,1,1,1,1,1,,,1,0,1,,1,0,partner,1,1,,3,,3,,,LB,,,1,,1,,0,CS,4,1,7,0,0,4,0,0,0,0,0,0,0,mannitol,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,cs,,0,0,,no cuts /buffs,0,,1,0,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"1,7,0,0",1,"4,0,0,0",4,"0,0,0,0",0,"['MDMA', 'Unknown']",['MDMA'],['Cocaine'],['Cocaine'],[],[],2,1,0,['MDMA'],['Cocaine'],[],No match,Match,Match,Match,Match,Match
1157,1214,64,8/10/2019,2037,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,,WHITE,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,3,,,,3,,,,1,,,,0,SB,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PH,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
556,613,291,8/10/2019,2038,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,1,,black,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,MM,3,1,8,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,8,0,0",1,"0,0,0,0",0,"0,0,0,0",0,"['MDMA', 'Other']",['MDMA'],[],[],[],[],2,0,0,['Ketamine'],[],[],No match,No match,Match,Match,Match,Match
1155,1212,62,8/10/2019,2039,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,0,1,1,1,1,1,,amethyst,1,1,1,1,1,1,1,,,0,0,2,20,1,1,,1,1,,3,,3,,3,,3,,1,,1,,0,GB,6,4,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,1,1,,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"4,0,0,0",4,"1,0,0,0",1,"0,0,0,0",0,['Cocaine'],['Cocaine'],['MDMA'],['MDMA'],[],[],1,1,0,['Cocaine'],['MDMA'],[],Match,Match,Match,Match,Match,Match
1159,1216,66,8/10/2019,2040,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,SB,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PH,,1,,,,0,Legalize drugs,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1158,1215,65,8/10/2019,2041,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,0,1,,0,1,,0,0,0,3,,3,3,3,,3,3,1,declined fentanyl test for sample 2,3,1,0,ST,3,3,0,0,0,3,4,0,0,4,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,expected cross contamination due to scale,,1,ST,,1,1,0,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,1,0,1,1,1,1",1,1,"3,0,0,0",3,"3,4,0,0",3,"4,0,0,0",4,['Ketamine'],['Ketamine'],"['Ketamine', 'Cocaine']",['Ketamine'],['Cocaine'],['Cocaine'],1,2,1,['Ketamine'],['Ketamine'],['Cocaine'],Match,Match,No match,Match,Match,Match
1154,1211,61,8/10/2019,2042,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,GB,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CB,,0,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1180,1237,87,8/10/2019,2044,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,0,1,1,1,1,1,,dark,1,1,1,1,0,1,1,,,0,0,2,1,1,1,,1,,1,3,,3,3,3,,3,3,1,,1,,0,AM,4,7,4,0,0,1,0,0,0,0,0,0,0,CREATINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substance is dark black and really sticky + mannitol guest was told might not be proper for human consumption,LB,,,decided to not do the LSD test/ no initials on paper form,0,1,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,not do it,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"7,4,0,0",7,"1,0,0,0",1,"0,0,0,0",0,"['Unknown', 'Cocaine']",['Unknown'],['MDMA'],['MDMA'],[],[],2,1,0,['Cocaine'],['MDMA'],[],No match,No match,Match,Match,Match,Match
557,614,292,8/10/2019,2045,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,DMT,,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,,yellow,1,0,1,1,1,1,1,,black,1,0,1,1,1,1,1,,white,0,0,2,2,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,MM,1,7,0,0,0,1,0,0,0,3,0,0,0,DMT,,,0,MR,,7,,,,,,DMT,,,,,,,,,,,,,,,2,2,,,,,,1,0,0,colour didnt look consistent and didnt expect it,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,1,1,1,1,1,0",1,"0,1,1,1,1,1,1,1","1,1,0,1,1,1,1,1",1,1,"7,0,0,0",7,"1,0,0,0",1,"3,0,0,0",3,['Unknown'],['Unknown'],['MDMA'],['MDMA'],['Ketamine'],['Ketamine'],1,1,1,['Other'],['MDMA'],['Ketamine'],No match,No match,Match,Match,Match,Match
1200,1257,107,8/10/2019,2046,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,grey,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,2,2,1,1,,1,,,3,,,,3,,,,1,,,,0,MM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JZ,,1,,,,0,,0,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1152,1209,59,8/10/2019,2047,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,GB,6,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,1,,,,0,,1,1,1,1,1,1,1,0,LB,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
1173,1230,80,8/10/2019,2050,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,AM,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,ML,,1,,,,0,Less lineup,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
1167,1224,74,8/10/2019,2051,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,0,,3,,3,,3,,3,,1,,1,,0,CS,3,2,0,0,0,7,3,0,0,0,0,0,0,,Phenacitine,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JSM,,0,0,,disapointed about the cut and misrepresentative,0,more people to process with less time,1,1,1,1,1,1,1,0,get money back,1,1,1,1,1,1,0,1,get money back,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"2,0,0,0",2,"7,3,0,0",7,"0,0,0,0",0,['MDA'],['MDA'],"['Unknown', 'Ketamine']",['Unknown'],[],[],1,2,0,['MDMA'],['Ketamine'],[],No match,No match,No match,No match,Match,Match
558,615,293,8/10/2019,2052,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,1,,,,em,,,,em,,,1,,,,0,GB,6,4,8,0,0,0,0,0,0,0,0,0,0,likely carbohydrate,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,percentage of cut,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,8,0,0",4,"0,0,0,0",0,"0,0,0,0",0,"['Cocaine', 'Other']",['Cocaine'],[],[],[],[],2,0,0,['Cocaine'],[],[],No match,Match,Match,Match,Match,Match
1199,1256,106,8/10/2019,2053,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,MM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JZ,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1151,1208,58,8/10/2019,2054,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,GB,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1175,1232,82,8/10/2019,2055,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,6,1,1,,1,,,3,,,,3,,,,1,,,,0,GB,6,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"3,0,0,0",3,"0,0,0,0",0,"0,0,0,0",0,['Ketamine'],['Ketamine'],[],[],[],[],1,0,0,['Ketamine'],[],[],Match,Match,Match,Match,Match,Match
1094,1151,1,8/10/2019,2056,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,0,,3,,3,,3,,3,,1,,3,,0,,,1,7,0,0,0,0,0,0,0,0,0,0,mannitol,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,no intial and machine number on paper form,,2,JZ,,1,1,,,0,being able t knoe the purity,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,1,1,1",1,0,"1,7,0,0",1,"0,0,0,0",0,"0,0,0,0",0,"['MDMA', 'Unknown']",['MDMA'],[],[],[],[],2,0,0,['MDMA'],['LSD'],[],No match,Match,No match,No match,Match,Match
1201,1258,108,8/10/2019,2057,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,,1,0,1,1,1,1,1,,white,0,1,1,1,1,1,1,,brown,0,0,2,1,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,CS,3,4,0,0,0,2,0,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JSM,,1,1,1,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,0,1,1,1,1,1,1","0,1,1,1,1,1,1,1",1,1,"4,0,0,0",4,"2,0,0,0",2,"1,0,0,0",1,['Cocaine'],['Cocaine'],['MDA'],['MDA'],['MDMA'],['MDMA'],1,1,1,['Cocaine'],['MDA'],['MDMA'],Match,Match,Match,Match,Match,Match
1176,1233,83,8/10/2019,2058,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,BROWNISH,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,3,,,,3,,,,1,,,,0,GB,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,0,,,did not think colors matched purity,0,more accurate machines,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1220,1277,127,8/10/2019,2060,0,1,,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,3,0,,3,,3,,3,,3,,1,,1,,0,GB,6,3,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,1,CB,,1,1,,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,1,0,1",1,"1,0,1,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"3,0,0,0",3,"2,0,0,0",2,"0,0,0,0",0,['Ketamine'],['Ketamine'],['MDA'],['MDA'],[],[],1,1,0,['Unknown'],['MDA'],[],No match,No match,Match,Match,Match,Match
1197,1254,104,8/10/2019,2061,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,3,,,,3,,,,1,,,,0,SB,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PH,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
